Step,AgentID,Electricity Usage,Gas Usage,House Type,Num People,Energy Saving,Season
15,74,3600.6672268542197,18652.57570346971,Medium 2-3 bedroom,3,No,winter
15,75,3656.524556547574,12307.332224643436,Medium 2-3 bedroom,2,No,winter
15,76,3689.714699960665,12751.005259212423,Medium 2-3 bedroom,2,Yes,winter
15,77,4892.492401562682,27789.447671948743,4+ bedroom,5,No,winter
15,78,4534.660716707335,12896.924649893197,Medium 2-3 bedroom,2,No,winter
15,79,3527.4924951315575,12003.059734650767,Medium 2-3 bedroom,3,Yes,winter
15,80,4858.490044296195,27668.00270134914,4+ bedroom,5,No,winter
15,81,2358.07093578447,7253.063782149054,Flat/1-bedroom,1,Yes,winter
15,82,3145.0527995832886,12363.128387323093,Medium 2-3 bedroom,2,Yes,winter
15,83,4071.6853325389434,16974.50121606748,Medium 2-3 bedroom,2,No,winter
15,84,4138.500576575926,14067.98574870902,Medium 2-3 bedroom,2,No,winter
15,85,4373.481274119789,15001.935314467039,Medium 2-3 bedroom,2,No,winter
15,86,3850.9782611393666,15553.792635334501,Medium 2-3 bedroom,3,No,winter
15,87,3538.902648675447,12865.776981753306,Medium 2-3 bedroom,3,Yes,winter
15,88,2724.378489645801,10824.766184132233,Flat/1-bedroom,1,No,winter
15,89,5354.321601554834,26809.372697839393,4+ bedroom,4,No,winter
15,90,3286.8074682666806,12787.76184237517,Medium 2-3 bedroom,2,Yes,winter
15,91,1882.6596352604874,6960.399465383387,Flat/1-bedroom,1,Yes,winter
15,92,5319.124307340269,18462.972287055138,4+ bedroom,4,No,winter
15,93,4206.667726351164,17101.689162515315,Medium 2-3 bedroom,3,No,winter
15,94,4239.359377641206,26108.495249045987,4+ bedroom,4,No,winter
15,95,3657.2552035234075,17267.849724820077,Medium 2-3 bedroom,2,No,winter
15,96,3733.73125746161,17753.92191973139,Medium 2-3 bedroom,3,No,winter
15,97,5419.668787894127,21551.043506864295,4+ bedroom,5,No,winter
15,98,4661.065475269436,15061.019459400608,Medium 2-3 bedroom,3,No,winter
15,99,2490.9626120005505,11794.587982973699,Flat/1-bedroom,1,Yes,winter
16,0,2795.1977399264315,11666.750977540536,Medium 2-3 bedroom,3,Yes,winter
16,1,2374.3783619374285,8235.766584164568,Flat/1-bedroom,1,No,winter
16,2,3078.1107319790303,9640.995322959601,Flat/1-bedroom,1,No,winter
16,3,2670.112316025403,11074.641162509492,Flat/1-bedroom,1,No,winter
16,4,2132.711196138788,8392.827861835836,Flat/1-bedroom,1,Yes,winter
16,5,1821.4786292553308,9458.124746002683,Flat/1-bedroom,1,Yes,winter
16,6,2337.812165414065,10027.633833686528,Flat/1-bedroom,1,No,winter
16,7,5184.005381573687,18350.513417817205,4+ bedroom,4,Yes,winter
16,8,5963.069509604797,22333.59093022296,4+ bedroom,5,No,winter
16,9,5258.9445878098595,26093.462229584762,4+ bedroom,6,No,winter
16,10,3452.3690655301943,13853.38995686683,Medium 2-3 bedroom,2,No,winter
16,11,3991.7966364454605,11759.526921068826,Medium 2-3 bedroom,2,No,winter
16,12,2799.4257184465555,16534.056762911787,Medium 2-3 bedroom,2,No,winter
16,13,3507.47846214635,12231.313146197752,Medium 2-3 bedroom,3,No,winter
16,14,5979.268859311177,16057.285865798696,4+ bedroom,4,Yes,winter
16,15,4033.300149411775,13987.742815457379,Medium 2-3 bedroom,3,Yes,winter
16,16,3542.608512845326,12208.753681203096,Medium 2-3 bedroom,2,No,winter
16,17,7235.004527408956,22609.868873040818,4+ bedroom,6,No,winter
16,18,3496.943865947488,19912.660049333193,Medium 2-3 bedroom,2,No,winter
16,19,3597.2744696229206,14366.948393853034,Medium 2-3 bedroom,3,Yes,winter
16,20,3226.6976696080765,13800.370663709318,Medium 2-3 bedroom,2,Yes,winter
16,21,2439.3381734643317,6930.80621910874,Flat/1-bedroom,1,No,winter
16,22,3305.208287877749,14654.254087827396,Medium 2-3 bedroom,2,No,winter
16,23,4396.536663753617,14270.437004328827,Medium 2-3 bedroom,3,No,winter
16,24,5101.384076705363,23347.513819031672,4+ bedroom,4,No,winter
16,25,3386.4566750080708,15002.386911187723,Medium 2-3 bedroom,2,Yes,winter
16,26,3447.416505486921,15812.895470138803,Medium 2-3 bedroom,3,No,winter
16,27,3040.7897336976853,19007.79422840767,Medium 2-3 bedroom,3,No,winter
16,28,5483.4439707767215,22724.85275344689,4+ bedroom,4,No,winter
16,29,5002.132754127943,14137.658932021477,Medium 2-3 bedroom,3,No,winter
16,30,3092.530060449155,21370.46602164775,Medium 2-3 bedroom,3,No,winter
16,31,4419.653743748742,13337.685269357722,Medium 2-3 bedroom,2,No,winter
16,32,5061.04315660656,16244.304527965734,4+ bedroom,4,Yes,winter
16,33,4179.249320422768,12109.425554875517,Medium 2-3 bedroom,2,No,winter
16,34,3678.242827889637,13944.443037272733,Medium 2-3 bedroom,3,No,winter
16,35,2778.9660449493726,16445.73297933964,Medium 2-3 bedroom,2,No,winter
16,36,3570.8871061165164,19536.334164854055,Medium 2-3 bedroom,2,No,winter
16,37,4177.062243700838,14501.756655422068,Medium 2-3 bedroom,2,No,winter
16,38,3052.033514289223,15233.276552158723,Medium 2-3 bedroom,3,No,winter
16,39,5441.969520157098,17615.266315821693,4+ bedroom,4,No,winter
16,40,3883.748151993585,19142.65996633298,Medium 2-3 bedroom,2,No,winter
16,41,2383.5089786311523,11690.719252387913,Flat/1-bedroom,1,No,winter
16,42,6423.175885645026,24056.14730911669,4+ bedroom,4,No,winter
16,43,3636.292502433475,17129.25262237981,Medium 2-3 bedroom,2,No,winter
16,44,3139.265556305196,15466.608224156296,Medium 2-3 bedroom,2,Yes,winter
16,45,2153.392882071838,8502.34936026122,Flat/1-bedroom,1,No,winter
16,46,4656.452487325713,20334.472344022714,4+ bedroom,4,Yes,winter
16,47,2500.774054825848,10941.367042868978,Medium 2-3 bedroom,2,Yes,winter
16,48,2411.683542831817,9800.119561128759,Flat/1-bedroom,1,No,winter
16,49,2616.728565438496,8773.098280248443,Flat/1-bedroom,1,No,winter
16,50,6810.279567268743,14933.10317221156,4+ bedroom,4,No,winter
16,51,3746.2446503614956,14729.881793418184,Medium 2-3 bedroom,2,No,winter
16,52,5000.939452053601,24646.147917219583,4+ bedroom,4,Yes,winter
16,53,3488.302001135158,14312.65713181809,Medium 2-3 bedroom,2,No,winter
16,54,4019.4243672751186,17169.833549393505,Medium 2-3 bedroom,2,No,winter
16,55,3514.27038508517,15908.466393320114,Medium 2-3 bedroom,3,No,winter
16,56,4015.8786819669863,17824.707653954163,4+ bedroom,5,Yes,winter
16,57,3112.3545474730345,9542.847995354341,Flat/1-bedroom,1,No,winter
16,58,2235.912168606515,9858.85461307597,Flat/1-bedroom,1,No,winter
16,59,3865.8547922381135,14189.470373311397,Medium 2-3 bedroom,3,No,winter
16,60,2832.188512063196,18652.684458798187,Medium 2-3 bedroom,2,No,winter
16,61,3536.154878357269,18853.663844325732,Medium 2-3 bedroom,2,No,winter
16,62,6031.2460362912525,22350.739700254755,4+ bedroom,4,No,winter
16,63,4072.662287397202,24214.904971858996,4+ bedroom,4,No,winter
16,64,3593.1672794484853,16369.190955596614,Medium 2-3 bedroom,3,No,winter
16,65,6584.532987948376,22665.72002918195,4+ bedroom,4,No,winter
16,66,2218.751443175956,7454.3455764541,Flat/1-bedroom,1,No,winter
16,67,2953.6382009602858,12059.788005825347,Medium 2-3 bedroom,3,No,winter
16,68,2233.564687176852,8314.242245276564,Flat/1-bedroom,1,Yes,winter
16,69,3996.7320917691204,12993.70615384542,Medium 2-3 bedroom,2,No,winter
16,70,6522.30476602672,26506.40286502124,4+ bedroom,4,No,winter
16,71,5339.06165454096,27539.131586358362,4+ bedroom,4,No,winter
16,72,5738.809637629828,19072.46723192495,4+ bedroom,5,No,winter
16,73,4867.368391773208,20980.994430086164,4+ bedroom,4,No,winter
16,74,3771.9909641136815,17162.180584541737,Medium 2-3 bedroom,3,No,winter
16,75,2913.4736277256457,19427.507499443032,Medium 2-3 bedroom,2,No,winter
16,76,2513.797779826985,16118.092988391576,Medium 2-3 bedroom,2,Yes,winter
16,77,4106.562124194124,25924.76540668407,4+ bedroom,5,No,winter
16,78,3649.509165019064,13351.763963252311,Medium 2-3 bedroom,2,No,winter
16,79,3145.921984335714,15785.225597148266,Medium 2-3 bedroom,3,Yes,winter
16,80,6552.132646680815,22556.374954473315,4+ bedroom,5,No,winter
16,81,1957.630615335362,9114.145577251766,Flat/1-bedroom,1,Yes,winter
16,82,3711.17807368932,13842.981432266597,Medium 2-3 bedroom,2,Yes,winter
16,83,3658.8460769288486,17141.509342176687,Medium 2-3 bedroom,2,No,winter
16,84,4329.246826609391,15915.278648952502,Medium 2-3 bedroom,2,No,winter
16,85,4521.060296032399,17996.060662626158,Medium 2-3 bedroom,2,No,winter
16,86,4419.499923619525,19078.57090888233,Medium 2-3 bedroom,3,No,winter
16,87,2871.6362502383176,14849.584695705673,Medium 2-3 bedroom,3,Yes,winter
16,88,2291.5424202911713,9686.20459303441,Flat/1-bedroom,1,No,winter
16,89,7523.718317098481,20605.684644593603,4+ bedroom,4,No,winter
16,90,3432.5715933320544,14466.365403451538,Medium 2-3 bedroom,2,Yes,winter
16,91,2484.016397276623,8506.976976786778,Flat/1-bedroom,1,Yes,winter
16,92,4876.365608267261,24832.56768111682,4+ bedroom,4,No,winter
16,93,4453.691157626168,16172.329859162031,Medium 2-3 bedroom,3,No,winter
16,94,5393.8413451328215,24612.14526390039,4+ bedroom,4,No,winter
16,95,5134.9439766272935,18270.802917050914,Medium 2-3 bedroom,2,No,winter
16,96,4444.156099545574,17680.28471852907,Medium 2-3 bedroom,3,No,winter
16,97,4780.97794024153,20702.554027437505,4+ bedroom,5,No,winter
16,98,4135.778557807828,17872.779418584774,Medium 2-3 bedroom,3,No,winter
16,99,1880.8165124573356,9647.563847052012,Flat/1-bedroom,1,Yes,winter
17,0,3392.7996215606554,13161.258904512702,Medium 2-3 bedroom,3,Yes,winter
17,1,2986.4567244738337,11267.952669670556,Flat/1-bedroom,1,No,winter
17,2,2236.674158597774,11170.853849536641,Flat/1-bedroom,1,No,winter
17,3,1560.799007418341,11026.836235520652,Flat/1-bedroom,1,No,winter
17,4,1855.1332035842688,8930.404724449416,Flat/1-bedroom,1,Yes,winter
17,5,1880.265618946025,9899.230120784874,Flat/1-bedroom,1,Yes,winter
17,6,1970.6366970668698,11038.794196569068,Flat/1-bedroom,1,No,winter
17,7,5216.741415823884,16186.553479560316,4+ bedroom,4,Yes,winter
17,8,4742.369280529943,24983.220758927604,4+ bedroom,5,No,winter
17,9,6591.349310938519,21838.3915899747,4+ bedroom,6,No,winter
17,10,4362.525922633946,20696.430141471876,Medium 2-3 bedroom,2,No,winter
17,11,5266.602819805603,15935.213849178228,Medium 2-3 bedroom,2,No,winter
17,12,4838.038002678387,14013.773149795903,Medium 2-3 bedroom,2,No,winter
17,13,3300.120115554682,11814.121049179463,Medium 2-3 bedroom,3,No,winter
17,14,5230.256182757073,16222.26019010192,4+ bedroom,4,Yes,winter
17,15,3370.909115089645,12192.346019256514,Medium 2-3 bedroom,3,Yes,winter
17,16,3663.6869326786273,14900.408061008258,Medium 2-3 bedroom,2,No,winter
17,17,6882.745784370908,21064.618083076446,4+ bedroom,6,No,winter
17,18,3780.430524896463,13824.253847797781,Medium 2-3 bedroom,2,No,winter
17,19,3506.2258783036564,15558.006815688082,Medium 2-3 bedroom,3,Yes,winter
17,20,3178.7597643592208,9847.992830972971,Medium 2-3 bedroom,2,Yes,winter
17,21,1872.7780729293984,9591.525614380203,Flat/1-bedroom,1,No,winter
17,22,4012.5122751539334,14613.248121600087,Medium 2-3 bedroom,2,No,winter
17,23,3963.615840114464,18630.05263936191,Medium 2-3 bedroom,3,No,winter
17,24,4629.4620706173,19174.982970777743,4+ bedroom,4,No,winter
17,25,3740.3050748483456,10604.1032737827,Medium 2-3 bedroom,2,Yes,winter
17,26,3560.48840151821,18131.04482503953,Medium 2-3 bedroom,3,No,winter
17,27,3296.168757932278,15574.268282260131,Medium 2-3 bedroom,3,No,winter
17,28,5071.032101596372,23702.63119130939,4+ bedroom,4,No,winter
17,29,3990.4255229082864,13974.863461535822,Medium 2-3 bedroom,3,No,winter
17,30,3944.541540500246,13770.115371490167,Medium 2-3 bedroom,3,No,winter
17,31,3334.5369016785794,15821.955612898582,Medium 2-3 bedroom,2,No,winter
17,32,5890.570959241401,26035.306124817078,4+ bedroom,4,Yes,winter
17,33,4016.1204171288127,13161.53192773369,Medium 2-3 bedroom,2,No,winter
17,34,3703.040267538336,13016.193052797707,Medium 2-3 bedroom,3,No,winter
17,35,3332.2329871176657,13068.980525079838,Medium 2-3 bedroom,2,No,winter
17,36,3149.909324002268,16887.750532064212,Medium 2-3 bedroom,2,No,winter
17,37,3425.4344900586448,16285.734569984732,Medium 2-3 bedroom,2,No,winter
17,38,3589.5886151916247,13482.110457409364,Medium 2-3 bedroom,3,No,winter
17,39,4822.8889921867285,27695.76472236021,4+ bedroom,4,No,winter
17,40,4034.435739943595,14078.36609001793,Medium 2-3 bedroom,2,No,winter
17,41,2786.9098810582523,12075.984196361462,Flat/1-bedroom,1,No,winter
17,42,5715.004689703125,27029.657306606685,4+ bedroom,4,No,winter
17,43,3380.454673604018,17723.475863025862,Medium 2-3 bedroom,2,No,winter
17,44,3214.388608978871,13736.853310934117,Medium 2-3 bedroom,2,Yes,winter
17,45,2396.556016139184,11853.331264090628,Flat/1-bedroom,1,No,winter
17,46,5085.580832705342,25624.759512539273,4+ bedroom,4,Yes,winter
17,47,3543.389462543398,13705.308485992065,Medium 2-3 bedroom,2,Yes,winter
17,48,2566.9913567535614,9200.485783022921,Flat/1-bedroom,1,No,winter
17,49,2575.992806019312,9293.328725751315,Flat/1-bedroom,1,No,winter
17,50,6210.261239000631,23032.24794734443,4+ bedroom,4,No,winter
17,51,2566.235275983557,12550.301019591952,Medium 2-3 bedroom,2,No,winter
17,52,5316.729389113105,24482.711244228376,4+ bedroom,4,Yes,winter
17,53,2110.9650348516448,13359.430183239358,Medium 2-3 bedroom,2,No,winter
17,54,3531.4781130224874,14849.89418311734,Medium 2-3 bedroom,2,No,winter
17,55,3843.55929533294,15088.679861186778,Medium 2-3 bedroom,3,No,winter
17,56,6413.820433420791,23108.814269285966,4+ bedroom,5,Yes,winter
17,57,2395.1698710828937,10628.30143973009,Flat/1-bedroom,1,No,winter
17,58,2065.7267426660287,10120.59127313561,Flat/1-bedroom,1,No,winter
17,59,3899.9014582685836,17792.695364856903,Medium 2-3 bedroom,3,No,winter
17,60,3491.318732664229,15112.909478760448,Medium 2-3 bedroom,2,No,winter
17,61,3305.3397977448653,13879.072491405988,Medium 2-3 bedroom,2,No,winter
17,62,6955.620319292139,23583.747104770624,4+ bedroom,4,No,winter
17,63,6086.5420933977775,23582.029516548646,4+ bedroom,4,No,winter
17,64,2706.106768943985,19738.863941608295,Medium 2-3 bedroom,3,No,winter
17,65,5439.955950482586,25336.893638717236,4+ bedroom,4,No,winter
17,66,2211.5345325946637,8362.669655874515,Flat/1-bedroom,1,No,winter
17,67,3965.5609369836584,15722.893364752852,Medium 2-3 bedroom,3,No,winter
17,68,2010.5842727455436,11042.906534838728,Flat/1-bedroom,1,Yes,winter
17,69,3146.7308137997734,13935.791295900583,Medium 2-3 bedroom,2,No,winter
17,70,3859.7876212008737,24034.621232089783,4+ bedroom,4,No,winter
17,71,5188.368983848905,24121.933316754563,4+ bedroom,4,No,winter
17,72,7321.663531317053,24777.593053541048,4+ bedroom,5,No,winter
17,73,4801.737838695639,20347.484391724684,4+ bedroom,4,No,winter
17,74,3349.244781139717,15485.485959857742,Medium 2-3 bedroom,3,No,winter
17,75,4137.20120522235,15263.342920699513,Medium 2-3 bedroom,2,No,winter
17,76,2835.664754707474,15704.870354988601,Medium 2-3 bedroom,2,Yes,winter
17,77,5388.309818180642,15165.335494014611,4+ bedroom,5,No,winter
17,78,4222.20980647888,14585.446682545578,Medium 2-3 bedroom,2,No,winter
17,79,3455.401216720338,15221.477517024368,Medium 2-3 bedroom,3,Yes,winter
17,80,6231.051048555709,23418.836251735946,4+ bedroom,5,No,winter
17,81,2348.3083879395544,9377.498890594472,Flat/1-bedroom,1,Yes,winter
17,82,3591.5924034053405,16503.941308378882,Medium 2-3 bedroom,2,Yes,winter
17,83,3494.8260638313213,17496.800217786338,Medium 2-3 bedroom,2,No,winter
17,84,4145.446232283192,17279.586652144488,Medium 2-3 bedroom,2,No,winter
17,85,4591.3786710722725,14687.855220041494,Medium 2-3 bedroom,2,No,winter
17,86,4058.362740031272,12489.335393168529,Medium 2-3 bedroom,3,No,winter
17,87,2926.724456818161,10961.904797452125,Medium 2-3 bedroom,3,Yes,winter
17,88,2450.3214123515895,11983.913039734149,Flat/1-bedroom,1,No,winter
17,89,4985.114559544619,26841.324916793703,4+ bedroom,4,No,winter
17,90,3436.9497874609037,18093.732645191838,Medium 2-3 bedroom,2,Yes,winter
17,91,2475.5428332746988,11537.464921635361,Flat/1-bedroom,1,Yes,winter
17,92,7078.200490704538,24431.309120609254,4+ bedroom,4,No,winter
17,93,2834.8808618408907,14748.294076907157,Medium 2-3 bedroom,3,No,winter
17,94,5421.343967475802,30156.521729665263,4+ bedroom,4,No,winter
17,95,3696.836444546879,9029.524427418684,Medium 2-3 bedroom,2,No,winter
17,96,3870.658275313583,13793.497485690623,Medium 2-3 bedroom,3,No,winter
17,97,7428.59743353205,23949.801553805646,4+ bedroom,5,No,winter
17,98,2987.2283208761446,17229.261741819148,Medium 2-3 bedroom,3,No,winter
17,99,1760.016097151916,8693.035000936241,Flat/1-bedroom,1,Yes,winter
18,0,3149.5779051836175,13180.821900581957,Medium 2-3 bedroom,3,Yes,winter
18,1,2288.9689225750794,8007.835259387545,Flat/1-bedroom,1,No,winter
18,2,2667.223514550779,6318.2548052688035,Flat/1-bedroom,1,No,winter
18,3,2708.5011301634254,9860.698491971072,Flat/1-bedroom,1,No,winter
18,4,2181.3062109711036,9074.110401065243,Flat/1-bedroom,1,Yes,winter
18,5,1955.3767188020895,9431.490421423532,Flat/1-bedroom,1,Yes,winter
18,6,2302.8112536601784,10894.071680409072,Flat/1-bedroom,1,No,winter
18,7,5423.140591210997,25778.745289177048,4+ bedroom,4,Yes,winter
18,8,6633.31924311505,24492.28285771675,4+ bedroom,5,No,winter
18,9,5789.026167416497,25957.959491800873,4+ bedroom,6,No,winter
18,10,3438.138297485446,18771.7250281878,Medium 2-3 bedroom,2,No,winter
18,11,3855.6025855489747,14757.032959451886,Medium 2-3 bedroom,2,No,winter
18,12,3973.9492258246023,14634.561125489041,Medium 2-3 bedroom,2,No,winter
18,13,2422.6418524758324,14531.637847165377,Medium 2-3 bedroom,3,No,winter
18,14,4343.028873943311,16913.768094519673,4+ bedroom,4,Yes,winter
18,15,3438.0998723929056,12927.328111075843,Medium 2-3 bedroom,3,Yes,winter
18,16,3968.126959112642,15632.227032204339,Medium 2-3 bedroom,2,No,winter
18,17,4944.31587693212,22501.91811193314,4+ bedroom,6,No,winter
18,18,2972.514448622706,16997.085403946734,Medium 2-3 bedroom,2,No,winter
18,19,2943.052216390237,7987.111004242861,Medium 2-3 bedroom,3,Yes,winter
18,20,3053.050613552701,15086.006417533392,Medium 2-3 bedroom,2,Yes,winter
18,21,2105.120422894346,9889.4974124143,Flat/1-bedroom,1,No,winter
18,22,4146.667214191875,17489.567298331887,Medium 2-3 bedroom,2,No,winter
18,23,3557.001957784789,14438.2052382731,Medium 2-3 bedroom,3,No,winter
18,24,5915.671649104015,24767.326728251028,4+ bedroom,4,No,winter
18,25,3910.05567485499,16473.050857866423,Medium 2-3 bedroom,2,Yes,winter
18,26,3942.0614058603564,13075.226393578729,Medium 2-3 bedroom,3,No,winter
18,27,3866.6950737758107,20051.439019592748,Medium 2-3 bedroom,3,No,winter
18,28,5111.3775715996035,22207.05683493353,4+ bedroom,4,No,winter
18,29,3166.4254820005062,20083.197133216807,Medium 2-3 bedroom,3,No,winter
18,30,4180.8062876061895,15337.475741565873,Medium 2-3 bedroom,3,No,winter
18,31,2944.4204094824195,13932.744246187607,Medium 2-3 bedroom,2,No,winter
18,32,4696.631371942417,19500.6411945262,4+ bedroom,4,Yes,winter
18,33,4023.278492672375,17268.602007092042,Medium 2-3 bedroom,2,No,winter
18,34,4273.492759135234,16436.97064173818,Medium 2-3 bedroom,3,No,winter
18,35,3926.5875151972177,13074.324258892735,Medium 2-3 bedroom,2,No,winter
18,36,3764.624174461042,16115.18167587772,Medium 2-3 bedroom,2,No,winter
18,37,3314.1400141935787,18135.57931175748,Medium 2-3 bedroom,2,No,winter
18,38,2805.026280302959,13908.893308963878,Medium 2-3 bedroom,3,No,winter
18,39,5136.13585182912,23417.10042842359,4+ bedroom,4,No,winter
18,40,3653.6410960804874,15943.287319821382,Medium 2-3 bedroom,2,No,winter
18,41,2445.270159563305,8040.565985050341,Flat/1-bedroom,1,No,winter
18,42,5781.545180167689,20690.935873411832,4+ bedroom,4,No,winter
18,43,3544.2433634309746,15685.26197045691,Medium 2-3 bedroom,2,No,winter
18,44,4160.646342336511,14793.852857474763,Medium 2-3 bedroom,2,Yes,winter
18,45,2160.165283344594,11594.089858007897,Flat/1-bedroom,1,No,winter
18,46,4306.079505922521,24018.96595174335,4+ bedroom,4,Yes,winter
18,47,2948.998939238612,14903.424841483207,Medium 2-3 bedroom,2,Yes,winter
18,48,2951.787959867706,7512.295250373584,Flat/1-bedroom,1,No,winter
18,49,2171.611337487359,10614.215408273561,Flat/1-bedroom,1,No,winter
18,50,6263.24298415887,24601.84022882841,4+ bedroom,4,No,winter
18,51,3279.498481595107,17671.027242838005,Medium 2-3 bedroom,2,No,winter
18,52,4873.9267239727515,21098.79249799567,4+ bedroom,4,Yes,winter
18,53,3516.450697863503,17726.202301467445,Medium 2-3 bedroom,2,No,winter
18,54,4167.379176739892,18115.272614327256,Medium 2-3 bedroom,2,No,winter
18,55,4432.927753825397,11729.64009372371,Medium 2-3 bedroom,3,No,winter
18,56,4656.158176550359,25287.16955195523,4+ bedroom,5,Yes,winter
18,57,2161.2779175798382,12853.970808934426,Flat/1-bedroom,1,No,winter
18,58,2082.941903437094,10408.013782375505,Flat/1-bedroom,1,No,winter
18,59,3842.919665705664,10158.852315567781,Medium 2-3 bedroom,3,No,winter
18,60,3786.572636060739,16053.923887333185,Medium 2-3 bedroom,2,No,winter
18,61,4377.583798124932,16087.188450320142,Medium 2-3 bedroom,2,No,winter
18,62,4438.001100697921,25167.49662023692,4+ bedroom,4,No,winter
18,63,5410.471042460843,26827.388598073372,4+ bedroom,4,No,winter
18,64,4567.598501037184,13529.514762372184,Medium 2-3 bedroom,3,No,winter
18,65,5138.1238088521595,29012.247824988975,4+ bedroom,4,No,winter
18,66,1374.0304317377318,9706.975929135531,Flat/1-bedroom,1,No,winter
18,67,3319.3734199328974,16994.595808591923,Medium 2-3 bedroom,3,No,winter
18,68,2668.1109417875346,9742.472381308622,Flat/1-bedroom,1,Yes,winter
18,69,3764.143657378854,12001.873417517387,Medium 2-3 bedroom,2,No,winter
18,70,5838.180717448343,23149.3161057803,4+ bedroom,4,No,winter
18,71,6346.47723075008,22204.62981348131,4+ bedroom,4,No,winter
18,72,4966.36956511005,20922.837959529566,4+ bedroom,5,No,winter
18,73,4903.329503783572,30644.5420519046,4+ bedroom,4,No,winter
18,74,3446.7913850838986,16881.739626542345,Medium 2-3 bedroom,3,No,winter
18,75,4920.779271038074,19435.366541871233,Medium 2-3 bedroom,2,No,winter
18,76,4154.301911060729,13050.216279240294,Medium 2-3 bedroom,2,Yes,winter
18,77,5879.58147606295,20883.21698828624,4+ bedroom,5,No,winter
18,78,3968.406860855121,16685.682292925943,Medium 2-3 bedroom,2,No,winter
18,79,3675.494201773946,17195.589647784145,Medium 2-3 bedroom,3,Yes,winter
18,80,6883.583898645074,21802.701205375703,4+ bedroom,5,No,winter
18,81,1949.8706524548847,9751.154955080608,Flat/1-bedroom,1,Yes,winter
18,82,3587.8879531516172,12667.852079168488,Medium 2-3 bedroom,2,Yes,winter
18,83,3039.805178837956,13552.533642413004,Medium 2-3 bedroom,2,No,winter
18,84,4325.284979094169,14119.183027523683,Medium 2-3 bedroom,2,No,winter
18,85,3092.799653177365,15566.135089590396,Medium 2-3 bedroom,2,No,winter
18,86,3848.588526862567,11581.938980076335,Medium 2-3 bedroom,3,No,winter
18,87,3179.5060347423564,15138.475268969667,Medium 2-3 bedroom,3,Yes,winter
18,88,2391.1448244136163,9858.86674015676,Flat/1-bedroom,1,No,winter
18,89,5149.126563792685,20292.11491975493,4+ bedroom,4,No,winter
18,90,2956.8754665317506,12906.164938383632,Medium 2-3 bedroom,2,Yes,winter
18,91,2008.8045623876342,9070.13807345,Flat/1-bedroom,1,Yes,winter
18,92,6246.951758994925,27456.477597431905,4+ bedroom,4,No,winter
18,93,3191.252333105539,16479.8793686002,Medium 2-3 bedroom,3,No,winter
18,94,3860.7524552153245,22281.88112282469,4+ bedroom,4,No,winter
18,95,4519.601413167699,13575.035530846028,Medium 2-3 bedroom,2,No,winter
18,96,4859.58389321225,14982.428157667413,Medium 2-3 bedroom,3,No,winter
18,97,5232.822227370643,31827.95033623616,4+ bedroom,5,No,winter
18,98,4207.340948230144,15764.052669064464,Medium 2-3 bedroom,3,No,winter
18,99,2078.405912548653,10226.491070144823,Flat/1-bedroom,1,Yes,winter
19,0,3963.183834097488,12025.940980933325,Medium 2-3 bedroom,3,Yes,winter
19,1,2277.202840651883,10098.725528590656,Flat/1-bedroom,1,No,winter
19,2,2635.9973941678936,13650.048288969523,Flat/1-bedroom,1,No,winter
19,3,1787.9707340681975,9517.622431641783,Flat/1-bedroom,1,No,winter
19,4,1910.6691369903576,8461.388371112182,Flat/1-bedroom,1,Yes,winter
19,5,2329.3299863673897,8191.012140324099,Flat/1-bedroom,1,Yes,winter
19,6,2439.726285452615,9726.166708150953,Flat/1-bedroom,1,No,winter
19,7,5230.089906841282,25465.480301482752,4+ bedroom,4,Yes,winter
19,8,5058.39347345162,19765.973177119155,4+ bedroom,5,No,winter
19,9,4558.321892479851,24041.500471739128,4+ bedroom,6,No,winter
19,10,2556.247588805912,16493.30192748245,Medium 2-3 bedroom,2,No,winter
19,11,3941.0840031096354,14573.647381205526,Medium 2-3 bedroom,2,No,winter
19,12,4716.078326508587,17551.722431997227,Medium 2-3 bedroom,2,No,winter
19,13,4238.982581565578,20051.9381998936,Medium 2-3 bedroom,3,No,winter
19,14,4780.537035000423,20479.979723406548,4+ bedroom,4,Yes,winter
19,15,4109.121133795735,14893.670961145286,Medium 2-3 bedroom,3,Yes,winter
19,16,4638.696218178492,16381.729651781741,Medium 2-3 bedroom,2,No,winter
19,17,4633.455737632553,23706.735374129785,4+ bedroom,6,No,winter
19,18,2842.14063252452,18313.999721530752,Medium 2-3 bedroom,2,No,winter
19,19,3387.764201279575,12555.094537502211,Medium 2-3 bedroom,3,Yes,winter
19,20,3441.2912462653157,12780.88975024264,Medium 2-3 bedroom,2,Yes,winter
19,21,2729.1953854687613,11191.721399414191,Flat/1-bedroom,1,No,winter
19,22,5300.751309797758,11857.4103945946,Medium 2-3 bedroom,2,No,winter
19,23,4168.186683137791,14824.937373410758,Medium 2-3 bedroom,3,No,winter
19,24,4636.390276087355,21277.972279612433,4+ bedroom,4,No,winter
19,25,3707.2930463085586,15932.76758669454,Medium 2-3 bedroom,2,Yes,winter
19,26,4262.625168515213,17839.99459583255,Medium 2-3 bedroom,3,No,winter
19,27,3976.669560782014,14731.781967927986,Medium 2-3 bedroom,3,No,winter
19,28,5179.582711735573,28455.96019919651,4+ bedroom,4,No,winter
19,29,3042.5228012551124,15502.55192925768,Medium 2-3 bedroom,3,No,winter
